onetsoc_code,cip_code,match_strength,qualifier,note
33-9021.00,45.1001,0.68,,"seeded from ""Political Science"""
33-9031.00,52.0201,0.94,"Business Administration Major, B.S.","seeded from ""Business Administration""; CIP shared"
33-9031.00,52.0201,0.94,"Management Major, B.S.","seeded from ""Management""; CIP shared"
33-9031.00,52.0301,0.72,,"seeded from ""Accounting"""
33-9032.00,11.1003,0.98,"Computer Security Major, B.S.","seeded from ""Computer Security""; CIP shared"
33-9032.00,43.0104,0.72,,"seeded from ""Criminal Justice and Criminology"""
33-9091.00,15.0201,0.83,,"seeded from ""Civil Engineering Technology"""
33-9091.00,15.0613,0.68,"Advanced Manufacturing Operations Major, B.S.","seeded from ""Advanced Manufacturing Operations""; CIP shared"
33-9091.00,52.2001,0.98,,"seeded from ""Construction Project Management"""
33-9092.00,44.0701,0.93,,"seeded from ""Social Work"""
33-9093.00,11.1003,0.98,"Computer Security Major, B.S.","seeded from ""Computer Security""; CIP shared"
33-9093.00,30.7001,0.72,,"seeded from ""Data Science and Machine Learning"""
33-9093.00,43.0104,0.72,,"seeded from ""Criminal Justice and Criminology"""
33-9094.00,13.1302,0.72,,"seeded from ""Art Education"""
33-9094.00,42.2799,0.94,,"seeded from ""Psychology Major"""
33-9094.00,43.0202,0.94,,"seeded from ""Fire and Emergency Response Administration"""
33-9099.00,44.0701,0.93,,"seeded from ""Social Work"""
33-9099.02,13.1001,0.93,,"seeded from ""Special Education"""
33-9099.02,52.0301,0.80,,"seeded from ""Accounting"""
35-1011.00,54.0101,0.90,,"seeded from ""History"""
35-1012.00,44.0701,0.93,,"seeded from ""Social Work"""
35-1012.00,52.0201,0.80,"Management Major, B.S.","seeded from ""Management""; CIP shared"
35-2011.00,52.0201,0.72,"Business Administration Major, B.S.","seeded from ""Business Administration""; CIP shared"
35-2011.00,52.0299,0.72,"Brewery Operations Major, B.S.","seeded from ""Brewery Operations""; CIP shared"
35-2011.00,52.0901,0.94,,"seeded from ""Hospitality Leadership"""
35-2012.00,23.1304,0.90,,"seeded from ""Communication Studies"""
35-2012.00,52.0201,0.90,"Business Administration Major, B.S.","seeded from ""Business Administration""; CIP shared"
35-2012.00,52.0201,0.90,"Management Major, B.S.","seeded from ""Management""; CIP shared"
35-2013.00,23.1304,0.90,,"seeded from ""Communication Studies"""
35-2013.00,52.0201,0.90,"Business Administration Major, B.S.","seeded from ""Business Administration""; CIP shared"
35-2013.00,52.0201,0.90,"Management Major, B.S.","seeded from ""Management""; CIP shared"
35-2014.00,52.0201,0.72,"Business Administration Major, B.S.","seeded from ""Business Administration""; CIP shared"
35-2014.00,52.0299,0.72,"Brewery Operations Major, B.S.","seeded from ""Brewery Operations""; CIP shared"
35-2014.00,52.0901,0.94,,"seeded from ""Hospitality Leadership"""
35-2015.00,23.1304,0.90,,"seeded from ""Communication Studies"""
35-2015.00,52.0201,0.90,"Business Administration Major, B.S.","seeded from ""Business Administration""; CIP shared"
35-2015.00,52.0201,0.90,"Management Major, B.S.","seeded from ""Management""; CIP shared"
35-2019.00,23.1304,0.90,,"seeded from ""Communication Studies"""
35-2019.00,52.0201,0.90,"Business Administration Major, B.S.","seeded from ""Business Administration""; CIP shared"
35-2019.00,52.0201,0.90,"Management Major, B.S.","seeded from ""Management""; CIP shared"
35-2021.00,44.0701,0.93,,"seeded from ""Social Work"""
35-3011.00,23.1304,0.90,,"seeded from ""Communication Studies"""
35-3011.00,52.0201,0.90,"Business Administration Major, B.S.","seeded from ""Business Administration""; CIP shared"
35-3011.00,52.0201,0.90,"Management Major, B.S.","seeded from ""Management""; CIP shared"
35-3023.00,44.0701,0.93,,"seeded from ""Social Work"""
35-3023.00,52.0299,0.80,"Brewery Operations Major, B.S.","seeded from ""Brewery Operations""; CIP shared"
35-3023.01,52.0299,0.90,"Brewery Operations Major, B.S.","seeded from ""Brewery Operations""; CIP shared"
35-3031.00,52.0299,0.90,"Brewery Operations Major, B.S.","seeded from ""Brewery Operations""; CIP shared"
35-3041.00,52.0299,0.68,"Brewery Operations Major, B.S.","seeded from ""Brewery Operations""; CIP shared"
35-3041.00,52.0901,0.98,,"seeded from ""Hospitality Leadership"""
35-3041.00,52.0904,0.98,,"seeded from ""Hotel Management"""
35-9011.00,14.1401,0.79,,"seeded from ""Environmental Engineering"""
35-9011.00,40.0601,0.66,,"seeded from ""Applied Geology"""
35-9011.00,52.0901,0.98,,"seeded from ""Hospitality Leadership"""
35-9021.00,23.1304,0.90,,"seeded from ""Communication Studies"""
35-9021.00,52.0201,0.90,"Business Administration Major, B.S.","seeded from ""Business Administration""; CIP shared"
35-9021.00,52.0201,0.90,"Management Major, B.S.","seeded from ""Management""; CIP shared"
35-9031.00,52.0201,0.72,"Business Administration Major, B.S.","seeded from ""Business Administration""; CIP shared"
35-9031.00,52.0299,0.72,"Brewery Operations Major, B.S.","seeded from ""Brewery Operations""; CIP shared"
35-9031.00,52.0901,0.94,,"seeded from ""Hospitality Leadership"""
35-9099.00,44.0701,0.93,,"seeded from ""Social Work"""
37-1011.00,44.0701,0.98,,"seeded from ""Social Work"""
37-1011.00,52.0901,0.72,,"seeded from ""Hospitality Leadership"""
37-1011.00,52.0904,0.89,,"seeded from ""Hotel Management"""
37-1012.00,30.7001,0.72,,"seeded from ""Data Science and Machine Learning"""
37-1012.00,44.0701,0.98,,"seeded from ""Social Work"""
37-1012.00,52.0201,0.72,"Management Major, B.S.","seeded from ""Management""; CIP shared"
37-2011.00,52.0201,0.94,"Business Administration Major, B.S.","seeded from ""Business Administration""; CIP shared"
37-2011.00,52.0201,0.94,"Management Major, B.S.","seeded from ""Management""; CIP shared"
37-2011.00,52.0301,0.72,,"seeded from ""Accounting"""
37-2012.00,52.0901,0.75,,"seeded from ""Hospitality Leadership"""
37-2012.00,52.0904,0.95,,"seeded from ""Hotel Management"""
37-2019.00,44.0701,0.93,,"seeded from ""Social Work"""
37-2019.00,52.2001,0.80,,"seeded from ""Construction Project Management"""
37-2021.00,40.0501,0.80,,"seeded from ""Chemistry"""
37-2021.00,44.0701,0.93,,"seeded from ""Social Work"""
37-2021.00,52.2001,0.80,,"seeded from ""Construction Project Management"""
37-3011.00,14.1001,0.80,,"seeded from ""Electrical Engineering"""
37-3011.00,44.0701,0.93,,"seeded from ""Social Work"""
37-3011.00,52.1501,0.80,,"seeded from ""Real Estate"""
37-3012.00,11.0701,0.90,,"seeded from ""Computer Science"""
37-3012.00,13.0501,0.90,,"seeded from ""Instructional Design and Technology"""
37-3012.00,23.1304,0.90,,"seeded from ""Communication Studies"""
37-3012.00,40.0501,0.90,,"seeded from ""Chemistry"""
37-3013.00,30.1901,0.94,"Nutrition Science Major, B.S.","seeded from ""Nutrition Science""; CIP shared"
37-3013.00,51.0701,0.94,"Health Care Management Major, B.S.","seeded from ""Health Care Management""; CIP shared"
37-3013.00,51.2201,0.94,,"seeded from ""Public Health"""
37-3013.00,51.2706,0.94,,"seeded from ""Health Care Information Systems Major"""
37-3013.00,51.3399,0.94,,"resolved from ""Integrative Health Care"""
37-3019.00,44.0701,0.93,,"seeded from ""Social Work"""
39-1013.00,52.0201,0.83,"Business Administration Major, B.S.","seeded from ""Business Administration""; CIP shared"
39-1013.00,52.0201,0.83,"Management Major, B.S.","seeded from ""Management""; CIP shared"
39-1013.00,52.0299,0.83,"Operations Management Major, B.S.","seeded from ""Operations Management""; CIP shared"
39-1013.00,52.0901,0.98,,"seeded from ""Hospitality Leadership"""
39-1013.00,52.0904,0.98,,"seeded from ""Hotel Management"""
39-1014.00,31.0504,0.80,,"seeded from ""Sport Management"""
39-1014.00,44.0701,0.93,,"seeded from ""Social Work"""
39-1014.00,52.0201,0.80,"Management Major, B.S.","seeded from ""Management""; CIP shared"
39-1014.00,52.0907,0.80,,"seeded from ""Event and Meeting Management"""
39-1022.00,44.0701,0.93,,"seeded from ""Social Work"""
39-1022.00,52.0201,0.80,"Management Major, B.S.","seeded from ""Management""; CIP shared"
39-2011.00,11.1003,0.90,"Computer Security Major, B.S.","seeded from ""Computer Security""; CIP shared"
39-2011.00,42.2703,0.90,,"seeded from ""Human Development and Family Studies"""
39-2011.00,43.0104,0.90,,"seeded from ""Criminal Justice and Criminology"""
39-2011.00,44.0000,0.90,,"seeded from ""Human Services"""
39-2011.00,44.0701,0.90,,"seeded from ""Social Work"""
39-2011.00,52.1001,0.90,,"seeded from ""Human Resource Management"""
39-2021.00,14.1401,0.94,,"seeded from ""Environmental Engineering"""
39-2021.00,26.0101,0.72,,"seeded from ""Biology"""
39-2021.00,40.0601,0.72,,"seeded from ""Applied Geology"""
39-3011.00,23.1304,0.90,,"seeded from ""Communication Studies"""
39-3011.00,52.0201,0.90,"Business Administration Major, B.S.","seeded from ""Business Administration""; CIP shared"
39-3011.00,52.0201,0.90,"Management Major, B.S.","seeded from ""Management""; CIP shared"
39-3012.00,31.0504,0.98,,"seeded from ""Sport Management"""
39-3012.00,51.0001,0.89,"Sport Nutrition Major, B.S.","seeded from ""Sport Nutrition""; CIP shared"
39-3012.00,52.0907,0.82,,"seeded from ""Event and Meeting Management"""
39-3019.00,44.0701,0.93,,"seeded from ""Social Work"""
39-3021.00,10.0105,0.98,,"resolved from ""Film Studies and Production"""
39-3021.00,50.0901,0.71,,"seeded from ""Music"""
39-3031.00,52.0907,0.95,,"seeded from ""Event and Meeting Management"""
39-3091.00,31.0504,0.70,,"seeded from ""Sport Management"""
39-3091.00,52.0907,0.98,,"seeded from ""Event and Meeting Management"""
39-3092.00,51.0701,0.90,"Health Care Management Major, B.S.","seeded from ""Health Care Management""; CIP shared"
39-3092.00,51.2706,0.90,,"seeded from ""Health Care Information Systems Major"""
39-3092.00,51.3399,0.90,,"resolved from ""Integrative Health Care"""
39-3093.00,23.1304,0.90,,"seeded from ""Communication Studies"""
39-3093.00,52.0201,0.90,"Business Administration Major, B.S.","seeded from ""Business Administration""; CIP shared"
39-3093.00,52.0201,0.90,"Management Major, B.S.","seeded from ""Management""; CIP shared"
39-3099.00,44.0701,0.93,,"seeded from ""Social Work"""
39-4011.00,38.0101,0.90,,"seeded from ""Philosophy"""
39-4012.00,42.2703,0.90,,"seeded from ""Human Development and Family Studies"""
39-4012.00,44.0000,0.90,,"seeded from ""Human Services"""
39-4012.00,52.1001,0.90,,"seeded from ""Human Resource Management"""
39-4021.00,23.1304,0.90,,"seeded from ""Communication Studies"""
39-4021.00,52.0201,0.90,"Business Administration Major, B.S.","seeded from ""Business Administration""; CIP shared"
39-4021.00,52.0201,0.90,"Management Major, B.S.","seeded from ""Management""; CIP shared"
39-4031.00,05.0201,0.68,,"seeded from ""Africana Studies"""
39-4031.00,42.2703,0.98,,"seeded from ""Human Development and Family Studies"""
39-4031.00,51.0701,0.68,"Aging Services Leadership Major, B.S.","seeded from ""Aging Services Leadership""; CIP shared"
39-5011.00,23.1304,0.90,,"seeded from ""Communication Studies"""
39-5011.00,52.0201,0.90,"Business Administration Major, B.S.","seeded from ""Business Administration""; CIP shared"
39-5011.00,52.0201,0.90,"Management Major, B.S.","seeded from ""Management""; CIP shared"
39-5012.00,23.1304,0.90,,"seeded from ""Communication Studies"""
39-5012.00,52.0201,0.90,"Business Administration Major, B.S.","seeded from ""Business Administration""; CIP shared"
39-5012.00,52.0201,0.90,"Management Major, B.S.","seeded from ""Management""; CIP shared"
39-5091.00,50.0702,0.90,,"seeded from ""Art"""
39-5092.00,23.1304,0.90,,"seeded from ""Communication Studies"""
39-5092.00,52.0201,0.90,"Business Administration Major, B.S.","seeded from ""Business Administration""; CIP shared"
39-5092.00,52.0201,0.90,"Management Major, B.S.","seeded from ""Management""; CIP shared"
39-5093.00,23.1304,0.90,,"seeded from ""Communication Studies"""
39-5093.00,52.0201,0.90,"Business Administration Major, B.S.","seeded from ""Business Administration""; CIP shared"
39-5093.00,52.0201,0.90,"Management Major, B.S.","seeded from ""Management""; CIP shared"
39-5094.00,13.1001,0.93,,"seeded from ""Special Education"""
39-6011.00,52.0901,0.75,,"seeded from ""Hospitality Leadership"""
39-6011.00,52.0904,0.95,,"seeded from ""Hotel Management"""
39-6012.00,52.0201,0.98,"Business Administration Major, B.S.","seeded from ""Business Administration""; CIP shared"
39-6012.00,52.0201,0.91,"International Business Major, B.S.","seeded from ""International Business""; CIP shared"
39-6012.00,52.0901,0.90,,"seeded from ""Hospitality Leadership"""
39-6012.00,52.0904,0.98,,"seeded from ""Hotel Management"""
39-6012.00,52.1399,0.79,,"seeded from ""Business Intelligence"""
39-7011.00,15.0613,0.94,"Advanced Manufacturing Operations Major, B.S.","seeded from ""Advanced Manufacturing Operations""; CIP shared"
39-7011.00,15.0613,0.94,"Advanced Manufacturing Sciences Major, B.S.","seeded from ""Advanced Manufacturing Sciences""; CIP shared"
39-7011.00,50.0404,0.94,,"seeded from ""Industrial Design"""
39-7011.00,52.2001,0.94,,"seeded from ""Construction Project Management"""
39-7012.00,52.0201,0.89,"Business Administration Major, B.S.","seeded from ""Business Administration""; CIP shared"
39-7012.00,52.0201,0.89,"Management Major, B.S.","seeded from ""Management""; CIP shared"
39-7012.00,52.0299,0.89,"Brewery Operations Major, B.S.","seeded from ""Brewery Operations""; CIP shared"
39-7012.00,52.0901,0.89,,"seeded from ""Hospitality Leadership"""
39-7012.00,52.0904,0.89,,"seeded from ""Hotel Management"""
39-7012.00,52.0907,0.89,,"seeded from ""Event and Meeting Management"""
39-9011.00,13.1001,0.70,,"seeded from ""Special Education"""
39-9011.00,13.1210,0.98,,"seeded from ""Early Childhood Education"""
39-9011.00,42.2703,0.82,,"seeded from ""Human Development and Family Studies"""
39-9011.01,13.1314,0.75,,"seeded from ""K-12 Physical Education"""
39-9011.01,51.0201,0.95,,"seeded from ""Speech, Language, Hearing Sciences"""
39-9011.01,51.0701,0.75,"Health Care Management Major, B.S.","seeded from ""Health Care Management""; CIP shared"
39-9011.01,51.2706,0.75,,"seeded from ""Health Care Information Systems Major"""
39-9011.01,51.3399,0.75,,"resolved from ""Integrative Health Care"""
39-9031.00,13.1314,0.78,,"seeded from ""K-12 Physical Education"""
39-9031.00,31.0504,0.78,,"seeded from ""Sport Management"""
39-9031.00,31.0505,0.98,,"seeded from ""Exercise Science"""
39-9032.00,09.0900,0.78,,"seeded from ""Public Relations"""
39-9032.00,31.0504,0.98,,"seeded from ""Sport Management"""
39-9032.00,50.0702,0.90,,"seeded from ""Art"""
39-9032.00,50.0703,0.78,,"seeded from ""Art History, Theory, and Criticism"""
39-9032.00,50.0901,0.90,,"seeded from ""Music"""
39-9032.00,52.0907,0.78,,"seeded from ""Event and Meeting Management"""
39-9041.00,13.0501,0.89,,"seeded from ""Instructional Design and Technology"""
39-9041.00,13.1210,0.89,,"seeded from ""Early Childhood Education"""
39-9041.00,13.1302,0.89,,"seeded from ""Art Education"""
39-9041.00,23.0101,0.89,,"seeded from ""English"""
39-9041.00,23.1304,0.89,,"seeded from ""Communication Studies"""
39-9099.00,44.0701,0.80,,"seeded from ""Social Work"""
39-9099.00,51.0701,0.98,"Health Care Management Major, B.S.","seeded from ""Health Care Management""; CIP shared"
39-9099.00,51.2706,0.98,,"seeded from ""Health Care Information Systems Major"""
39-9099.00,51.3399,0.98,,"resolved from ""Integrative Health Care"""
41-1011.00,52.0201,0.83,"Business Administration Major, B.S.","seeded from ""Business Administration""; CIP shared"
41-1011.00,52.0201,0.98,"Management Major, B.S.","seeded from ""Management""; CIP shared"
41-1011.00,52.0301,0.98,,"seeded from ""Accounting"""
41-1011.00,52.1401,0.83,,"seeded from ""Marketing"""
41-1011.00,52.1804,0.83,,"seeded from ""Professional Selling"""
41-1012.00,52.0201,0.83,"Management Major, B.S.","seeded from ""Management""; CIP shared"
41-1012.00,52.0301,0.98,,"seeded from ""Accounting"""
41-1012.00,52.1401,0.83,,"seeded from ""Marketing"""
41-1012.00,52.1804,0.83,,"seeded from ""Professional Selling"""
41-2011.00,52.0301,0.68,,"seeded from ""Accounting"""
41-2011.00,52.0801,0.98,,"seeded from ""Finance"""
41-2012.00,30.7001,0.90,,"seeded from ""Data Science and Machine Learning"""
41-2012.00,52.0301,0.90,,"seeded from ""Accounting"""
41-2021.00,23.1304,0.90,,"seeded from ""Communication Studies"""
41-2021.00,52.0201,0.90,"Business Administration Major, B.S.","seeded from ""Business Administration""; CIP shared"
41-2021.00,52.0201,0.90,"Management Major, B.S.","seeded from ""Management""; CIP shared"
41-2022.00,23.1304,0.90,,"seeded from ""Communication Studies"""
41-2022.00,52.0201,0.90,"Business Administration Major, B.S.","seeded from ""Business Administration""; CIP shared"
41-2022.00,52.0201,0.90,"Management Major, B.S.","seeded from ""Management""; CIP shared"
41-2031.00,23.1304,0.90,,"seeded from ""Communication Studies"""
41-2031.00,52.0201,0.90,"Business Administration Major, B.S.","seeded from ""Business Administration""; CIP shared"
41-2031.00,52.0201,0.90,"Management Major, B.S.","seeded from ""Management""; CIP shared"
41-3011.00,23.1304,0.70,,"seeded from ""Communication Studies"""
41-3011.00,52.0201,0.72,"Business Administration Major, B.S.","seeded from ""Business Administration""; CIP shared"
41-3011.00,52.1399,0.80,,"seeded from ""Business Intelligence"""
41-3011.00,52.1401,0.96,,"seeded from ""Marketing"""
41-3021.00,52.0801,0.76,,"seeded from ""Finance"""
41-3021.00,52.1501,0.86,,"seeded from ""Real Estate"""
41-3021.00,52.1804,0.98,,"seeded from ""Professional Selling"""
41-3031.00,52.0801,0.98,,"seeded from ""Finance"""
41-3031.00,52.1401,0.78,,"seeded from ""Marketing"""
